ampl.tab 2 1
ALL_PLACES	PLACES	travel
LttBIaL	NwEnCJH	0
LttBIaL	MFABstn	0
LttBIaL	FrtWrrn	0
LttBIaL	ThmpsnI	0
LttBIaL	EmrldNc	0
LttBIaL	HOME_NEU_END	0
NwEnCJH	HOME_NEU_START	0
NwEnCJH	FnwyPrk	0
NwEnCJH	MsmofFA	0
NwEnCJH	NrthEnd	0
NwEnCJH	JhFKPML	0
NwEnCJH	BstnPbG	0
NwEnCJH	SmlAdmB	0
NwEnCJH	BstnPbL	0
NwEnCJH	BackBay	0
NwEnCJH	NwEngHM	0
NwEnCJH	ArnldAr	0
NwEnCJH	BstnOpH	0
NwEnCJH	Mrrt_CH	0
NwEnCJH	ThBstnP	0
NwEnCJH	CmmnwAM	0
NwEnCJH	ThPOoEG	0
NwEnCJH	DwnstCH	0
NwEnCJH	BstnAth	0
NwEnCJH	EtDaMGH	0
NwEnCJH	BstnWnr	0
NwEnCJH	MtrplWM	0
NwEnCJH	BstnBll	0
NwEnCJH	PirsPrk	0
NwEnCJH	AnaHACM	0
NwEnCJH	ArlngSC	0
NwEnCJH	LttBIaL	0
NwEnCJH	NwEnCJH	0
NwEnCJH	MFABstn	0
NwEnCJH	FrtWrrn	0
NwEnCJH	ThmpsnI	0
NwEnCJH	EmrldNc	0
NwEnCJH	HOME_NEU_END	0
MFABstn	HOME_NEU_START	0
MFABstn	FnwyPrk	0
MFABstn	MsmofFA	0
MFABstn	NrthEnd	0
MFABstn	JhFKPML	0
MFABstn	BstnPbG	0
MFABstn	SmlAdmB	0
MFABstn	BstnPbL	0
MFABstn	BackBay	0
MFABstn	NwEngHM	0
MFABstn	ArnldAr	0
MFABstn	BstnOpH	0
MFABstn	Mrrt_CH	0
MFABstn	ThBstnP	0
MFABstn	CmmnwAM	0
MFABstn	ThPOoEG	0
MFABstn	DwnstCH	0
MFABstn	BstnAth	0
MFABstn	EtDaMGH	0
MFABstn	BstnWnr	0
MFABstn	MtrplWM	0
MFABstn	BstnBll	0
MFABstn	PirsPrk	0
MFABstn	AnaHACM	0
MFABstn	ArlngSC	0
MFABstn	LttBIaL	0
MFABstn	NwEnCJH	0
MFABstn	MFABstn	0
MFABstn	FrtWrrn	0
MFABstn	ThmpsnI	0
MFABstn	EmrldNc	0
MFABstn	HOME_NEU_END	0
FrtWrrn	HOME_NEU_START	0
FrtWrrn	FnwyPrk	0
FrtWrrn	MsmofFA	0
FrtWrrn	NrthEnd	0
FrtWrrn	JhFKPML	0
FrtWrrn	BstnPbG	0
FrtWrrn	SmlAdmB	0
FrtWrrn	BstnPbL	0
FrtWrrn	BackBay	0
FrtWrrn	NwEngHM	0
FrtWrrn	ArnldAr	0
FrtWrrn	BstnOpH	0
FrtWrrn	Mrrt_CH	0
FrtWrrn	ThBstnP	0
FrtWrrn	CmmnwAM	0
FrtWrrn	ThPOoEG	0
FrtWrrn	DwnstCH	0
FrtWrrn	BstnAth	0
FrtWrrn	EtDaMGH	0
FrtWrrn	BstnWnr	0
FrtWrrn	MtrplWM	0
FrtWrrn	BstnBll	0
FrtWrrn	PirsPrk	0
FrtWrrn	AnaHACM	0
FrtWrrn	ArlngSC	0
FrtWrrn	LttBIaL	0
FrtWrrn	NwEnCJH	0
FrtWrrn	MFABstn	0
FrtWrrn	FrtWrrn	0
FrtWrrn	ThmpsnI	0
FrtWrrn	EmrldNc	0
FrtWrrn	HOME_NEU_END	0
ThmpsnI	HOME_NEU_START	0
ThmpsnI	FnwyPrk	0
ThmpsnI	MsmofFA	0
ThmpsnI	NrthEnd	0
ThmpsnI	JhFKPML	0
ThmpsnI	BstnPbG	0
ThmpsnI	SmlAdmB	0
ThmpsnI	BstnPbL	0
ThmpsnI	BackBay	0
ThmpsnI	NwEngHM	0
ThmpsnI	ArnldAr	0
ThmpsnI	BstnOpH	0
ThmpsnI	Mrrt_CH	0
ThmpsnI	ThBstnP	0
ThmpsnI	CmmnwAM	0
ThmpsnI	ThPOoEG	0
ThmpsnI	DwnstCH	0
ThmpsnI	BstnAth	0
ThmpsnI	EtDaMGH	0
ThmpsnI	BstnWnr	0
ThmpsnI	MtrplWM	0
ThmpsnI	BstnBll	0
ThmpsnI	PirsPrk	0
ThmpsnI	AnaHACM	0
ThmpsnI	ArlngSC	0
ThmpsnI	LttBIaL	0
ThmpsnI	NwEnCJH	0
ThmpsnI	MFABstn	0
ThmpsnI	FrtWrrn	0
ThmpsnI	ThmpsnI	0
ThmpsnI	EmrldNc	0
ThmpsnI	HOME_NEU_END	0
EmrldNc	HOME_NEU_START	0
EmrldNc	FnwyPrk	0
EmrldNc	MsmofFA	0
EmrldNc	NrthEnd	0
EmrldNc	JhFKPML	0
EmrldNc	BstnPbG	0
EmrldNc	SmlAdmB	0
EmrldNc	BstnPbL	0
EmrldNc	BackBay	0
EmrldNc	NwEngHM	0
EmrldNc	ArnldAr	0
EmrldNc	BstnOpH	0
EmrldNc	Mrrt_CH	0
EmrldNc	ThBstnP	0
EmrldNc	CmmnwAM	0
EmrldNc	ThPOoEG	0
EmrldNc	DwnstCH	0
EmrldNc	BstnAth	0
EmrldNc	EtDaMGH	0
EmrldNc	BstnWnr	0
EmrldNc	MtrplWM	0
EmrldNc	BstnBll	0
EmrldNc	PirsPrk	0
EmrldNc	AnaHACM	0
EmrldNc	ArlngSC	0
EmrldNc	LttBIaL	0
EmrldNc	NwEnCJH	0
EmrldNc	MFABstn	0
EmrldNc	FrtWrrn	0
EmrldNc	ThmpsnI	0
EmrldNc	EmrldNc	0
EmrldNc	HOME_NEU_END	1
HOME_NEU_END	HOME_NEU_START	0
HOME_NEU_END	FnwyPrk	0
HOME_NEU_END	MsmofFA	0
HOME_NEU_END	NrthEnd	0
HOME_NEU_END	JhFKPML	0
HOME_NEU_END	BstnPbG	0
HOME_NEU_END	SmlAdmB	0
HOME_NEU_END	BstnPbL	0
HOME_NEU_END	BackBay	0
HOME_NEU_END	NwEngHM	0
HOME_NEU_END	ArnldAr	0
HOME_NEU_END	BstnOpH	0
HOME_NEU_END	Mrrt_CH	0
HOME_NEU_END	ThBstnP	0
HOME_NEU_END	CmmnwAM	0
HOME_NEU_END	ThPOoEG	0
HOME_NEU_END	DwnstCH	0
HOME_NEU_END	BstnAth	0
HOME_NEU_END	EtDaMGH	0
HOME_NEU_END	BstnWnr	0
HOME_NEU_END	MtrplWM	0
HOME_NEU_END	BstnBll	0
HOME_NEU_END	PirsPrk	0
HOME_NEU_END	AnaHACM	0
HOME_NEU_END	ArlngSC	0
HOME_NEU_END	LttBIaL	0
HOME_NEU_END	NwEnCJH	0
HOME_NEU_END	MFABstn	0
HOME_NEU_END	FrtWrrn	0
HOME_NEU_END	ThmpsnI	0
HOME_NEU_END	EmrldNc	0
HOME_NEU_END	HOME_NEU_END	0
